n_listings,mean_price_eur,median_price_eur,mean_km,mean_vehicle_age,private_share,mean_disclosure_index
180514,11707.868231826895,8900.0,133538.5809466302,9.181016430858548,0.27313116988156044,2.897057588438757e-17
